AREA,SUB AREA,AGE GROUP,SEASON,WEEK,PERCENT P&I,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,TOTAL DEATHS,PERCENT COMPLETE
State,District of Columbia,All,2013-14,20,5.4,0,5,92,> 100%
State,District of Columbia,All,2013-14,21,4.7,0,4,86,96.3%
State,District of Columbia,All,2013-14,22,1.2,0,1,86,96.3%
State,District of Columbia,All,2013-14,23,7.4,0,7,95,> 100%
State,District of Columbia,All,2013-14,24,6.8,0,7,103,> 100%
State,District of Columbia,All,2013-14,25,7.4,0,7,95,> 100%
State,District of Columbia,All,2013-14,26,5.9,0,6,102,> 100%
State,District of Columbia,All,2013-14,27,7.9,0,6,76,85.1%
State,District of Columbia,All,2013-14,28,5.8,0,6,104,> 100%
State,District of Columbia,All,2013-14,29,5.3,0,5,95,> 100%
State,District of Columbia,All,2013-14,30,0,0,0,74,82.9%
State,District of Columbia,All,2013-14,31,5.1,0,4,78,87.3%
State,District of Columbia,All,2013-14,32,5.6,0,5,90,> 100%
State,District of Columbia,All,2013-14,33,2.6,0,2,78,87.3%
State,District of Columbia,All,2013-14,34,7.8,0,6,77,86.2%
State,District of Columbia,All,2013-14,35,7.8,0,8,103,> 100%
State,District of Columbia,All,2013-14,36,5.6,0,5,89,99.7%
State,District of Columbia,All,2013-14,37,6.2,0,5,81,90.7%
State,District of Columbia,All,2013-14,38,2,0,2,101,> 100%
State,District of Columbia,All,2013-14,39,4.7,0,4,86,96.3%
State,Florida,All,2013-14,40,5.4,1,177,"3,307",99.7%
State,Florida,All,2013-14,41,5,1,166,"3,354",> 100%
State,Florida,All,2013-14,42,5.8,4,193,"3,386",> 100%
State,Florida,All,2013-14,43,6.9,5,220,"3,283",98.9%
State,Florida,All,2013-14,44,5.7,5,187,"3,398",> 100%
State,Florida,All,2013-14,45,5.7,1,195,"3,427",> 100%
State,Florida,All,2013-14,46,5.2,2,177,"3,435",> 100%
State,Florida,All,2013-14,47,6.1,7,199,"3,369",> 100%
State,Florida,All,2013-14,48,5.6,4,184,"3,364",> 100%
State,Florida,All,2013-14,49,5.9,8,199,"3,481",> 100%
State,Florida,All,2013-14,50,6.2,6,207,"3,429",> 100%
State,Florida,All,2013-14,51,5.7,11,196,"3,644",> 100%
State,Florida,All,2013-14,52,6.6,10,224,"3,548",> 100%
State,Florida,All,2013-14,1,6.4,9,217,"3,553",> 100%
State,Florida,All,2013-14,2,6.8,13,244,"3,800",> 100%
State,Florida,All,2013-14,3,6.9,16,240,"3,699",> 100%
State,Florida,All,2013-14,4,6.8,13,242,"3,765",> 100%
State,Florida,All,2013-14,5,6.5,20,225,"3,745",> 100%
State,Florida,All,2013-14,6,6.3,12,230,"3,820",> 100%
State,Florida,All,2013-14,7,6.6,11,229,"3,647",> 100%
State,Florida,All,2013-14,8,5.8,10,203,"3,692",> 100%
State,Florida,All,2013-14,9,5.8,8,198,"3,555",> 100%
State,Florida,All,2013-14,10,5.6,11,197,"3,696",> 100%
State,Florida,All,2013-14,11,5.5,5,188,"3,483",> 100%
State,Florida,All,2013-14,12,5.9,2,217,"3,699",> 100%
State,Florida,All,2013-14,13,5.2,2,181,"3,513",> 100%
State,Florida,All,2013-14,14,5.3,5,185,"3,570",> 100%
State,Florida,All,2013-14,15,5.9,4,198,"3,434",> 100%
State,Florida,All,2013-14,16,5.8,3,202,"3,544",> 100%
State,Florida,All,2013-14,17,5.8,4,201,"3,546",> 100%
State,Florida,All,2013-14,18,5.2,5,180,"3,527",> 100%
State,Florida,All,2013-14,19,5.5,0,193,"3,540",> 100%
State,Florida,All,2013-14,20,5.3,0,183,"3,435",> 100%
State,Florida,All,2013-14,21,5.2,1,185,"3,582",> 100%
State,Florida,All,2013-14,22,5.9,1,202,"3,457",> 100%
State,Florida,All,2013-14,23,6.1,2,209,"3,479",> 100%
State,Florida,All,2013-14,24,5.3,0,187,"3,560",> 100%
State,Florida,All,2013-14,25,5,0,175,"3,468",> 100%
State,Florida,All,2013-14,26,4.7,0,164,"3,500",> 100%
State,Florida,All,2013-14,27,5.2,1,176,"3,403",> 100%
State,Florida,All,2013-14,28,5.4,1,185,"3,419",> 100%
State,Florida,All,2013-14,29,5.2,0,184,"3,533",> 100%
State,Florida,All,2013-14,30,5.2,0,179,"3,460",> 100%
State,Florida,All,2013-14,31,4.8,1,163,"3,426",> 100%
State,Florida,All,2013-14,32,5.4,0,183,"3,397",> 100%
State,Florida,All,2013-14,33,4.6,3,158,"3,468",> 100%
State,Florida,All,2013-14,34,4.2,0,144,"3,391",> 100%
State,Florida,All,2013-14,35,4.7,1,157,"3,369",> 100%
State,Florida,All,2013-14,36,5.3,0,179,"3,347",> 100%
State,Florida,All,2013-14,37,4.8,0,164,"3,409",> 100%
State,Florida,All,2013-14,38,5,0,170,"3,374",> 100%
State,Florida,All,2013-14,39,4.6,1,154,"3,379",> 100%
State,Georgia,All,2013-14,40,5.1,0,70,"1,361",> 100%
State,Georgia,All,2013-14,41,4.4,0,57,"1,290",95.2%
State,Georgia,All,2013-14,42,4.9,0,66,"1,338",98.7%
State,Georgia,All,2013-14,43,5.3,0,69,"1,309",96.6%
State,Georgia,All,2013-14,44,4.4,0,63,"1,448",> 100%
State,Georgia,All,2013-14,45,6.3,1,89,"1,436",> 100%
State,Georgia,All,2013-14,46,5.9,2,85,"1,465",> 100%
State,Georgia,All,2013-14,47,6,5,85,"1,506",> 100%
State,Georgia,All,2013-14,48,5.4,2,81,"1,528",> 100%
State,Georgia,All,2013-14,49,6.9,3,100,"1,501",> 100%
State,Georgia,All,2013-14,50,6.7,6,95,"1,503",> 100%
State,Georgia,All,2013-14,51,7.6,7,111,"1,557",> 100%
State,Georgia,All,2013-14,52,6.6,10,91,"1,521",> 100%
State,Georgia,All,2013-14,1,8.9,21,122,"1,614",> 100%
State,Georgia,All,2013-14,2,9.7,18,148,"1,705",> 100%
State,Georgia,All,2013-14,3,8.7,13,130,"1,646",> 100%
State,Georgia,All,2013-14,4,7.6,6,121,"1,676",> 100%
State,Georgia,All,2013-14,5,7.2,9,108,"1,616",> 100%
State,Georgia,All,2013-14,6,7.1,1,110,"1,570",> 100%
State,Georgia,All,2013-14,7,6.2,5,89,"1,513",> 100%
State,Georgia,All,2013-14,8,6.8,2,101,"1,525",> 100%
State,Georgia,All,2013-14,9,7.1,0,106,"1,499",> 100%
State,Georgia,All,2013-14,10,7.4,1,105,"1,437",> 100%
State,Georgia,All,2013-14,11,6.2,1,87,"1,421",> 100%
State,Georgia,All,2013-14,12,7,1,104,"1,506",> 100%
State,Georgia,All,2013-14,13,5.5,3,78,"1,482",> 100%
State,Georgia,All,2013-14,14,6.4,1,97,"1,536",> 100%
State,Georgia,All,2013-14,15,6.1,1,87,"1,431",> 100%
State,Georgia,All,2013-14,16,5.9,0,80,"1,359",> 100%
State,Georgia,All,2013-14,17,5.2,0,77,"1,495",> 100%
State,Georgia,All,2013-14,18,5.9,1,84,"1,444",> 100%
State,Georgia,All,2013-14,19,5.9,1,86,"1,473",> 100%
State,Georgia,All,2013-14,20,4.9,0,69,"1,403",> 100%
State,Georgia,All,2013-14,21,4.7,0,69,"1,459",> 100%
State,Georgia,All,2013-14,22,4.8,0,71,"1,477",> 100%
State,Georgia,All,2013-14,23,5.8,1,82,"1,422",> 100%
State,Georgia,All,2013-14,24,5.9,1,81,"1,389",> 100%
State,Georgia,All,2013-14,25,5.8,1,75,"1,319",97.3%
State,Georgia,All,2013-14,26,5,0,70,"1,411",> 100%
State,Georgia,All,2013-14,27,4.9,0,66,"1,343",99.1%
State,Georgia,All,2013-14,28,5,0,69,"1,380",> 100%
State,Georgia,All,2013-14,29,5.5,0,76,"1,384",> 100%
State,Georgia,All,2013-14,30,5.5,0,73,"1,337",98.7%
State,Georgia,All,2013-14,31,5.4,0,70,"1,307",96.4%
State,Georgia,All,2013-14,32,5.5,0,78,"1,419",> 100%
State,Georgia,All,2013-14,33,5.7,0,76,"1,339",98.8%
State,Georgia,All,2013-14,34,4.6,1,65,"1,435",> 100%
State,Georgia,All,2013-14,35,4.2,0,58,"1,365",> 100%
State,Georgia,All,2013-14,36,4.8,0,67,"1,384",> 100%
State,Georgia,All,2013-14,37,5.3,0,72,"1,362",> 100%
State,Georgia,All,2013-14,38,5.6,0,77,"1,385",> 100%
State,Georgia,All,2013-14,39,4.9,0,67,"1,381",> 100%
State,Hawaii,All,2013-14,40,9.5,0,19,201,> 100%
State,Hawaii,All,2013-14,41,9.3,0,18,194,> 100%
State,Hawaii,All,2013-14,42,8.1,0,17,211,> 100%
State,Hawaii,All,2013-14,43,11.2,0,22,197,> 100%
State,Hawaii,All,2013-14,44,11.1,0,21,189,99.6%
State,Hawaii,All,2013-14,45,11.7,0,24,205,> 100%
State,Hawaii,All,2013-14,46,12.6,0,25,198,> 100%
State,Hawaii,All,2013-14,47,8.8,0,15,170,89.6%
State,Hawaii,All,2013-14,48,12.4,0,26,210,> 100%
State,Hawaii,All,2013-14,49,9.7,0,18,185,97.5%
State,Hawaii,All,2013-14,50,12.4,0,25,202,> 100%
State,Hawaii,All,2013-14,51,11.1,0,22,199,> 100%
State,Hawaii,All,2013-14,52,11.3,0,23,203,> 100%
State,Hawaii,All,2013-14,1,4.8,1,9,210,> 100%
State,Hawaii,All,2013-14,2,8.2,0,16,196,> 100%
State,Hawaii,All,2013-14,3,16.5,1,35,218,> 100%
State,Hawaii,All,2013-14,4,11.5,2,21,200,> 100%
State,Hawaii,All,2013-14,5,12.7,0,26,205,> 100%
State,Hawaii,All,2013-14,6,11.2,1,24,223,> 100%
State,Hawaii,All,2013-14,7,8.2,0,18,220,> 100%
State,Hawaii,All,2013-14,8,10.8,3,20,212,> 100%
State,Hawaii,All,2013-14,9,11.3,1,24,222,> 100%
State,Hawaii,All,2013-14,10,9.9,2,19,212,> 100%
State,Hawaii,All,2013-14,11,6.5,0,13,200,> 100%
State,Hawaii,All,2013-14,12,8,0,18,225,> 100%
State,Hawaii,All,2013-14,13,11.4,0,25,220,> 100%
State,Hawaii,All,2013-14,14,15.8,0,36,228,> 100%
State,Hawaii,All,2013-14,15,11.9,1,23,202,> 100%
State,Hawaii,All,2013-14,16,11.7,0,26,223,> 100%
State,Hawaii,All,2013-14,17,11.1,0,21,190,> 100%
State,Hawaii,All,2013-14,18,12,0,25,208,> 100%
State,Hawaii,All,2013-14,19,8.8,0,19,215,> 100%
State,Hawaii,All,2013-14,20,10,0,21,210,> 100%
State,Hawaii,All,2013-14,21,11.4,0,23,201,> 100%
State,Hawaii,All,2013-14,22,7.2,0,15,209,> 100%
State,Hawaii,All,2013-14,23,7.8,0,17,217,> 100%
State,Hawaii,All,2013-14,24,12.3,0,25,204,> 100%
State,Hawaii,All,2013-14,25,11.8,0,27,229,> 100%
State,Hawaii,All,2013-14,26,11.2,0,21,187,98.5%
State,Hawaii,All,2013-14,27,9.7,0,20,206,> 100%
State,Hawaii,All,2013-14,28,7.9,0,15,189,99.6%
State,Hawaii,All,2013-14,29,10.8,0,23,212,> 100%
State,Hawaii,All,2013-14,30,8.8,0,18,205,> 100%
State,Hawaii,All,2013-14,31,9.5,0,19,200,> 100%
State,Hawaii,All,2013-14,32,13.1,0,28,214,> 100%
State,Hawaii,All,2013-14,33,7.6,0,15,197,> 100%
State,Hawaii,All,2013-14,34,8.4,0,18,215,> 100%
State,Hawaii,All,2013-14,35,9.5,0,19,201,> 100%
State,Hawaii,All,2013-14,36,7.4,0,17,230,> 100%
State,Hawaii,All,2013-14,37,9.6,0,19,198,> 100%
State,Hawaii,All,2013-14,38,10,0,22,220,> 100%
State,Hawaii,All,2013-14,39,11.7,0,24,206,> 100%
State,Idaho,All,2013-14,40,5.6,0,14,251,> 100%
State,Idaho,All,2013-14,41,6.1,0,15,246,> 100%
State,Idaho,All,2013-14,42,6.3,0,16,253,> 100%
State,Idaho,All,2013-14,43,8.8,0,21,240,> 100%
State,Idaho,All,2013-14,44,4.4,0,10,229,> 100%
State,Idaho,All,2013-14,45,7.3,0,18,248,> 100%
State,Idaho,All,2013-14,46,6.1,0,16,262,> 100%
State,Idaho,All,2013-14,47,5.6,0,12,214,96.3%
State,Idaho,All,2013-14,48,6.9,0,17,246,> 100%
State,Idaho,All,2013-14,49,5.5,0,13,235,> 100%
State,Idaho,All,2013-14,50,3.6,0,9,249,> 100%
State,Idaho,All,2013-14,51,7.3,0,19,259,> 100%
State,Idaho,All,2013-14,52,9,1,22,255,> 100%
State,Idaho,All,2013-14,1,9.9,1,24,253,> 100%
State,Idaho,All,2013-14,2,11.2,3,27,268,> 100%
State,Idaho,All,2013-14,3,7.2,2,14,221,99.4%
State,Idaho,All,2013-14,4,8.2,4,16,245,> 100%
State,Idaho,All,2013-14,5,8.8,0,21,238,> 100%
State,Idaho,All,2013-14,6,9.9,2,22,242,> 100%
State,Idaho,All,2013-14,7,7,1,18,270,> 100%
State,Idaho,All,2013-14,8,6.3,2,13,238,> 100%
State,Idaho,All,2013-14,9,5.3,2,12,266,> 100%
State,Idaho,All,2013-14,10,5.4,0,12,223,> 100%
State,Idaho,All,2013-14,11,7,0,19,270,> 100%
State,Idaho,All,2013-14,12,5.7,0,14,246,> 100%
State,Idaho,All,2013-14,13,7.7,0,20,259,> 100%
State,Idaho,All,2013-14,14,5.5,0,14,256,> 100%
State,Idaho,All,2013-14,15,6.3,1,14,238,> 100%
State,Idaho,All,2013-14,16,4.6,0,11,238,> 100%
State,Idaho,All,2013-14,17,8.3,0,20,240,> 100%
State,Idaho,All,2013-14,18,7.1,0,18,255,> 100%
State,Idaho,All,2013-14,19,2.8,0,6,217,97.6%
State,Idaho,All,2013-14,20,5.8,0,15,258,> 100%
State,Idaho,All,2013-14,21,6.8,0,16,236,> 100%
State,Idaho,All,2013-14,22,8.4,0,19,225,> 100%
State,Idaho,All,2013-14,23,5.1,0,13,255,> 100%
State,Idaho,All,2013-14,24,6.7,0,17,253,> 100%
State,Idaho,All,2013-14,25,5.1,0,11,217,97.6%
State,Idaho,All,2013-14,26,5.1,0,12,236,> 100%
State,Idaho,All,2013-14,27,7.3,0,15,206,92.7%
State,Idaho,All,2013-14,28,6.5,0,14,214,96.3%
State,Idaho,All,2013-14,29,2.9,0,7,241,> 100%
State,Idaho,All,2013-14,30,6.8,0,14,205,92.2%
State,Idaho,All,2013-14,31,6.1,1,14,246,> 100%
State,Idaho,All,2013-14,32,3.4,0,9,261,> 100%
State,Idaho,All,2013-14,33,4.2,0,10,239,> 100%
State,Idaho,All,2013-14,34,5.6,0,14,249,> 100%
State,Idaho,All,2013-14,35,3.6,0,9,249,> 100%
State,Idaho,All,2013-14,36,5.7,0,15,263,> 100%
State,Idaho,All,2013-14,37,6.3,0,16,254,> 100%
State,Idaho,All,2013-14,38,6.1,0,16,263,> 100%
State,Idaho,All,2013-14,39,5.5,0,14,256,> 100%
State,Illinois,All,2013-14,40,6.9,1,130,"1,901",98.5%
State,Illinois,All,2013-14,41,6.6,0,126,"1,909",98.9%
State,Illinois,All,2013-14,42,6.9,0,130,"1,882",97.5%
State,Illinois,All,2013-14,43,6.8,1,133,"1,972",> 100%
State,Illinois,All,2013-14,44,7.9,1,163,"2,070",> 100%
State,Illinois,All,2013-14,45,7.3,0,141,"1,943",> 100%
State,Illinois,All,2013-14,46,6.5,0,122,"1,871",96.9%
State,Illinois,All,2013-14,47,6.5,1,126,"1,940",> 100%
State,Illinois,All,2013-14,48,6.9,1,131,"1,925",99.7%
State,Illinois,All,2013-14,49,6.7,0,137,"2,031",> 100%
State,Illinois,All,2013-14,50,7.6,3,162,"2,159",> 100%
State,Illinois,All,2013-14,51,7.3,1,151,"2,086",> 100%
State,Illinois,All,2013-14,52,7.3,7,150,"2,161",> 100%
State,Illinois,All,2013-14,1,8.5,10,168,"2,100",> 100%
State,Illinois,All,2013-14,2,11.6,26,232,"2,218",> 100%
State,Illinois,All,2013-14,3,8.9,11,184,"2,185",> 100%
State,Illinois,All,2013-14,4,8,11,163,"2,186",> 100%
State,Illinois,All,2013-14,5,10.1,10,208,"2,161",> 100%
State,Illinois,All,2013-14,6,8.8,10,175,"2,093",> 100%
State,Illinois,All,2013-14,7,8.6,4,177,"2,114",> 100%
State,Illinois,All,2013-14,8,7.6,5,152,"2,061",> 100%
State,Illinois,All,2013-14,9,7,3,141,"2,044",> 100%
State,Illinois,All,2013-14,10,7.5,1,149,"2,009",> 100%
State,Illinois,All,2013-14,11,6.5,3,131,"2,069",> 100%
State,Illinois,All,2013-14,12,7.9,2,158,"2,030",> 100%
State,Illinois,All,2013-14,13,6.5,0,135,"2,079",> 100%
State,Illinois,All,2013-14,14,8.4,2,168,"2,027",> 100%
State,Illinois,All,2013-14,15,7.2,1,142,"1,987",> 100%
State,Illinois,All,2013-14,16,6.7,2,127,"1,917",99.3%
State,Illinois,All,2013-14,17,6.9,2,136,"2,013",> 100%
State,Illinois,All,2013-14,18,7,2,130,"1,887",97.8%
State,Illinois,All,2013-14,19,7.3,1,141,"1,943",> 100%
State,Illinois,All,2013-14,20,7.3,2,133,"1,862",96.5%
State,Illinois,All,2013-14,21,7,2,136,"1,979",> 100%
State,Illinois,All,2013-14,22,7.7,1,147,"1,927",99.8%
State,Illinois,All,2013-14,23,6.1,0,114,"1,884",97.6%
State,Illinois,All,2013-14,24,6.3,0,123,"1,944",> 100%
State,Illinois,All,2013-14,25,6.7,0,131,"1,951",> 100%
State,Illinois,All,2013-14,26,6.1,0,114,"1,868",96.8%
State,Illinois,All,2013-14,27,6.4,0,121,"1,893",98.1%
State,Illinois,All,2013-14,28,6.3,0,121,"1,932",> 100%
State,Illinois,All,2013-14,29,5.9,1,107,"1,835",95.1%
State,Illinois,All,2013-14,30,6.7,0,124,"1,847",95.7%
State,Illinois,All,2013-14,31,7.1,0,129,"1,807",93.6%
State,Illinois,All,2013-14,32,6.4,1,119,"1,873",97%
State,Illinois,All,2013-14,33,5.6,0,105,"1,875",97.1%
State,Illinois,All,2013-14,34,5.8,0,105,"1,824",94.5%
State,Illinois,All,2013-14,35,7,0,130,"1,854",96%
State,Illinois,All,2013-14,36,5.6,0,113,"2,005",> 100%
State,Illinois,All,2013-14,37,5.4,0,104,"1,939",> 100%
State,Illinois,All,2013-14,38,6.4,0,130,"2,023",> 100%
State,Illinois,All,2013-14,39,6.4,0,128,"2,002",> 100%
State,Indiana,All,2013-14,40,6.3,0,71,"1,131",> 100%
State,Indiana,All,2013-14,41,6.1,0,66,"1,090",99.4%
State,Indiana,All,2013-14,42,7.5,0,82,"1,098",> 100%
State,Indiana,All,2013-14,43,8.3,0,94,"1,138",> 100%
State,Indiana,All,2013-14,44,7.4,0,84,"1,135",> 100%
State,Indiana,All,2013-14,45,7.2,0,79,"1,099",> 100%
State,Indiana,All,2013-14,46,5.5,0,66,"1,190",> 100%
State,Indiana,All,2013-14,47,5.9,2,64,"1,121",> 100%
State,Indiana,All,2013-14,48,7.3,2,84,"1,186",> 100%
State,Indiana,All,2013-14,49,7.5,0,87,"1,164",> 100%
State,Indiana,All,2013-14,50,8.8,1,107,"1,225",> 100%
State,Indiana,All,2013-14,51,8.5,0,102,"1,206",> 100%
State,Indiana,All,2013-14,52,7.8,4,91,"1,223",> 100%
State,Indiana,All,2013-14,1,8.1,7,98,"1,297",> 100%
State,Indiana,All,2013-14,2,10.4,4,132,"1,311",> 100%
State,Indiana,All,2013-14,3,10,9,119,"1,285",> 100%
State,Indiana,All,2013-14,4,10.9,7,127,"1,227",> 100%
State,Indiana,All,2013-14,5,10.3,10,115,"1,209",> 100%
State,Indiana,All,2013-14,6,9.4,12,101,"1,204",> 100%
State,Indiana,All,2013-14,7,8.5,8,91,"1,171",> 100%
State,Indiana,All,2013-14,8,7.9,11,84,"1,209",> 100%
State,Indiana,All,2013-14,9,7.4,4,86,"1,221",> 100%
State,Indiana,All,2013-14,10,9,3,103,"1,175",> 100%
State,Indiana,All,2013-14,11,8.1,1,98,"1,226",> 100%
State,Indiana,All,2013-14,12,8,3,86,"1,117",> 100%
State,Indiana,All,2013-14,13,8.1,3,90,"1,150",> 100%
State,Indiana,All,2013-14,14,8.1,1,91,"1,134",> 100%
State,Indiana,All,2013-14,15,7.1,1,81,"1,151",> 100%
State,Indiana,All,2013-14,16,7.7,0,85,"1,102",> 100%
State,Indiana,All,2013-14,17,8.2,1,94,"1,164",> 100%
State,Indiana,All,2013-14,18,6,0,70,"1,168",> 100%
State,Indiana,All,2013-14,19,5.6,0,66,"1,171",> 100%
State,Indiana,All,2013-14,20,5.5,1,60,"1,117",> 100%
State,Indiana,All,2013-14,21,6.5,0,74,"1,141",> 100%
State,Indiana,All,2013-14,22,7.1,0,80,"1,133",> 100%
State,Indiana,All,2013-14,23,6.9,0,75,"1,080",98.5%
State,Indiana,All,2013-14,24,6.4,0,71,"1,114",> 100%
State,Indiana,All,2013-14,25,7.6,1,85,"1,126",> 100%
State,Indiana,All,2013-14,26,5.7,0,62,"1,091",99.5%
State,Indiana,All,2013-14,27,6.3,0,70,"1,113",> 100%
State,Indiana,All,2013-14,28,6,0,70,"1,163",> 100%
State,Indiana,All,2013-14,29,6.7,0,72,"1,081",98.6%
State,Indiana,All,2013-14,30,6.6,1,71,"1,091",99.5%
State,Indiana,All,2013-14,31,8,0,91,"1,136",> 100%
State,Indiana,All,2013-14,32,7.5,0,80,"1,067",97.3%
State,Indiana,All,2013-14,33,7.5,0,79,"1,057",96.4%
State,Indiana,All,2013-14,34,6.5,0,72,"1,109",> 100%
State,Indiana,All,2013-14,35,5.2,0,58,"1,107",> 100%
State,Indiana,All,2013-14,36,5.1,0,53,"1,043",95.1%
State,Indiana,All,2013-14,37,6.7,0,77,"1,141",> 100%
State,Indiana,All,2013-14,38,6.2,0,72,"1,167",> 100%
State,Indiana,All,2013-14,39,6.8,0,78,"1,139",> 100%
State,Iowa,All,2013-14,40,8.2,0,38,465,87.1%
State,Iowa,All,2013-14,41,7.4,0,38,512,95.9%
State,Iowa,All,2013-14,42,6,0,32,537,> 100%
State,Iowa,All,2013-14,43,8.3,0,48,575,> 100%
State,Iowa,All,2013-14,44,9.5,0,52,548,> 100%
State,Iowa,All,2013-14,45,9,1,53,599,> 100%
State,Iowa,All,2013-14,46,7.1,0,43,606,> 100%
State,Iowa,All,2013-14,47,6.6,0,38,572,> 100%
State,Iowa,All,2013-14,48,8.9,0,49,549,> 100%
State,Iowa,All,2013-14,49,7.5,1,42,574,> 100%
State,Iowa,All,2013-14,50,7.1,0,42,594,> 100%
State,Iowa,All,2013-14,51,9,0,54,601,> 100%
State,Iowa,All,2013-14,52,5.6,1,32,590,> 100%
State,Iowa,All,2013-14,1,7.9,2,49,644,> 100%
State,Iowa,All,2013-14,2,10.5,4,65,656,> 100%
State,Iowa,All,2013-14,3,12,8,65,606,> 100%
State,Iowa,All,2013-14,4,8.4,4,44,572,> 100%
State,Iowa,All,2013-14,5,8,3,47,625,> 100%
State,Iowa,All,2013-14,6,10.7,4,56,560,> 100%
State,Iowa,All,2013-14,7,7.4,1,43,595,> 100%
State,Iowa,All,2013-14,8,7.4,3,43,622,> 100%
State,Iowa,All,2013-14,9,7,2,37,557,> 100%
State,Iowa,All,2013-14,10,7.4,1,43,593,> 100%
State,Iowa,All,2013-14,11,8.5,0,49,576,> 100%
State,Iowa,All,2013-14,12,8.2,0,49,596,> 100%
State,Iowa,All,2013-14,13,7.7,0,44,572,> 100%
State,Iowa,All,2013-14,14,10,0,53,529,99.1%
State,Iowa,All,2013-14,15,5.7,0,35,616,> 100%
State,Iowa,All,2013-14,16,6.6,0,37,560,> 100%
State,Iowa,All,2013-14,17,7.1,2,37,546,> 100%
State,Iowa,All,2013-14,18,6.5,0,39,600,> 100%
State,Iowa,All,2013-14,19,7.7,0,41,535,> 100%
State,Iowa,All,2013-14,20,5.7,0,29,512,95.9%
State,Iowa,All,2013-14,21,7.4,0,38,517,96.9%
State,Iowa,All,2013-14,22,8.6,0,45,522,97.8%
State,Iowa,All,2013-14,23,7.3,0,39,532,99.7%
State,Iowa,All,2013-14,24,8.6,1,44,522,97.8%
State,Iowa,All,2013-14,25,8.9,0,46,518,97%
State,Iowa,All,2013-14,26,5.9,0,29,489,91.6%
State,Iowa,All,2013-14,27,4.4,0,23,519,97.2%
State,Iowa,All,2013-14,28,5.7,0,29,513,96.1%
State,Iowa,All,2013-14,29,8.3,1,44,539,> 100%
State,Iowa,All,2013-14,30,9.7,0,50,514,96.3%
State,Iowa,All,2013-14,31,5.2,0,24,465,87.1%
State,Iowa,All,2013-14,32,6.3,0,34,537,> 100%
State,Iowa,All,2013-14,33,5.9,0,30,512,95.9%
State,Iowa,All,2013-14,34,5.1,1,28,572,> 100%
State,Iowa,All,2013-14,35,4.8,0,25,516,96.7%
State,Iowa,All,2013-14,36,6.9,0,36,525,98.4%
State,Iowa,All,2013-14,37,7.2,0,37,512,95.9%
State,Iowa,All,2013-14,38,7.4,0,40,542,> 100%
State,Iowa,All,2013-14,39,9.8,0,54,553,> 100%
State,Kansas,All,2013-14,40,7.5,0,36,479,> 100%
State,Kansas,All,2013-14,41,5.9,0,30,507,> 100%
State,Kansas,All,2013-14,42,9.3,0,48,514,> 100%
State,Kansas,All,2013-14,43,7.4,0,35,473,> 100%
State,Kansas,All,2013-14,44,8,0,38,474,> 100%
State,Kansas,All,2013-14,45,7.9,1,36,471,99.9%
State,Kansas,All,2013-14,46,7.8,0,37,472,> 100%
State,Kansas,All,2013-14,47,9.5,1,43,464,98.4%
State,Kansas,All,2013-14,48,6.6,0,31,469,99.5%
State,Kansas,All,2013-14,49,8.1,0,39,484,> 100%
State,Kansas,All,2013-14,50,9.6,0,50,519,> 100%
State,Kansas,All,2013-14,51,5.6,1,26,481,> 100%
State,Kansas,All,2013-14,52,9.1,2,47,537,> 100%
State,Kansas,All,2013-14,1,7.1,4,35,553,> 100%
State,Kansas,All,2013-14,2,9.8,7,46,541,> 100%
State,Kansas,All,2013-14,3,10.4,5,53,558,> 100%
State,Kansas,All,2013-14,4,8.5,4,39,504,> 100%
State,Kansas,All,2013-14,5,8.4,1,42,509,> 100%
State,Kansas,All,2013-14,6,10.4,7,47,521,> 100%
State,Kansas,All,2013-14,7,9.4,2,49,542,> 100%
State,Kansas,All,2013-14,8,8.7,1,44,520,> 100%
State,Kansas,All,2013-14,9,8.2,3,37,490,> 100%
State,Kansas,All,2013-14,10,9.6,0,49,512,> 100%
State,Kansas,All,2013-14,11,8.6,2,42,514,> 100%
State,Kansas,All,2013-14,12,8.3,0,43,516,> 100%
State,Kansas,All,2013-14,13,8.4,2,41,513,> 100%
State,Kansas,All,2013-14,14,10.4,1,52,509,> 100%
State,Kansas,All,2013-14,15,7.6,0,42,550,> 100%
State,Kansas,All,2013-14,16,8.4,0,43,511,> 100%
State,Kansas,All,2013-14,17,9.8,1,47,488,> 100%
State,Kansas,All,2013-14,18,6.5,0,28,429,91%
State,Kansas,All,2013-14,19,7.1,0,34,476,> 100%
State,Kansas,All,2013-14,20,5.9,0,29,491,> 100%
State,Kansas,All,2013-14,21,8.3,0,40,484,> 100%
State,Kansas,All,2013-14,22,7.8,1,34,449,95.2%
State,Kansas,All,2013-14,23,6.7,1,27,417,88.4%
State,Kansas,All,2013-14,24,7,1,31,454,96.3%
State,Kansas,All,2013-14,25,8.1,0,38,469,99.5%
State,Kansas,All,2013-14,26,5.8,0,27,468,99.3%
State,Kansas,All,2013-14,27,6.6,0,30,458,97.1%
State,Kansas,All,2013-14,28,7.8,0,39,499,> 100%
State,Kansas,All,2013-14,29,6.6,0,30,458,97.1%
State,Kansas,All,2013-14,30,6.2,0,29,467,99%
State,Kansas,All,2013-14,31,6.2,0,30,482,> 100%
State,Kansas,All,2013-14,32,6.8,0,32,469,99.5%
